tokens,ner_tags
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18""]","[""answers-20111108092643AAXe4lD_ans-0042"", ""them."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21""]","[""answers-20111108092643AAXe4lD_ans-0043"", ""company."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17""]","[""answers-20111108092643AAXe4lD_ans-0044"", ""results."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23""]","[""answers-20111108092643AAXe4lD_ans-0045"", ""hand."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7""]","[""answers-20111108092643AAXe4lD_ans-0046"", ""used."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11""]","[""answers-20111108092643AAXe4lD_ans-0047"", ""parakeets."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7""]","[""answers-20111108092643AAXe4lD_ans-0048"", ""you."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18""]","[""answers-20111108092643AAXe4lD_ans-0049"", ""cage."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]","[""answers-20111108092643AAXe4lD_ans-0050"", ""hours."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]","[""answers-20111108092643AAXe4lD_ans-0051"", ""cage."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]","[""answers-20111108092643AAXe4lD_ans-0052"", ""couch."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19""]","[""answers-20111108092643AAXe4lD_ans-0053"", ""spray."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26""]","[""answers-20111108092643AAXe4lD_ans-0054"", ""watch."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""]","[""answers-20111108092643AAXe4lD_ans-0055"", ""them."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7""]","[""answers-20111108092643AAXe4lD_ans-0056"", ""hour."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19""]","[""answers-20111108092643AAXe4lD_ans-0057"", ""hours."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19""]","[""answers-20111108092643AAXe4lD_ans-0058"", ""hand."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26""]","[""answers-20111108092643AAXe4lD_ans-0059"", ""food)...."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]","[""answers-20111108092643AAXe4lD_ans-0060"", ""up."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11""]","[""answers-20111108092643AAXe4lD_ans-0061"", ""up."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""answers-20111108092643AAXe4lD_ans-0062"", ""finger."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""]","[""answers-20111108092643AAXe4lD_ans-0063"", ""up."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]","[""answers-20111108092643AAXe4lD_ans-0064"", ""trying."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]","[""answers-20111108092643AAXe4lD_ans-0065"", ""them."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4""]","[""answers-20111108092643AAXe4lD_ans-0066"", ""patience."", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5""]","[""answers-20111108092643AAXe4lD_ans-0067"", ""up!"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46"", ""47"", ""48"", ""49"", ""50""]","[""answers-20111108092643AAXe4lD_ans-0068"", ""cage."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]","[""answers-20111108092643AAXe4lD_ans-0069"", ""cage."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3""]","[""answers-20111108092643AAXe4lD_ans-0070"", ""luck!"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12""]","[""answers-20111108092643AAXe4lD_ans-0071"", ""you!"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4""]","[""answers-20111108092643AAXe4lD_ans-0072"", ""awesome!!!!!!!!!!!!!!!"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]","[""answers-20111108092643AAXe4lD_ans-0073"", ""finch."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4""]","[""answers-20111108092643AAXe4lD_ans-0074"", ""friendlier"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2""]","[""answers-20111108092643AAXe4lD_ans-0075"", ""Parakeet."", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]","[""answers-20111108092643AAXe4lD_ans-0076"", ""them."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5""]","[""answers-20111108092643AAXe4lD_ans-0077"", ""friendly."", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""]","[""answers-20111108092643AAXe4lD_ans-0078"", "":P"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11""]","[""answers-20111108092738AA2dtyW_ans"", ""answers-20111108092738AA2dtyW_ans-0001"", ""parakeet?"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11""]","[""answers-20111108092738AA2dtyW_ans-0002"", ""budgie."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5""]","[""answers-20111108092738AA2dtyW_ans-0003"", ""ok?"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6""]","[""answers-20111108092738AA2dtyW_ans-0004"", ""is?"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16""]","[""answers-20111108092738AA2dtyW_ans-0005"", ""cleaner."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24""]","[""answers-20111108092738AA2dtyW_ans-0006"", ""ventilated."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]","[""answers-20111108092738AA2dtyW_ans-0007"", ""pledge."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]","[""answers-20111108092738AA2dtyW_ans-0008"", ""circulate."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""]","[""answers-20111108092738AA2dtyW_ans-0009"", ""Nothing."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19""]","[""answers-20111108092738AA2dtyW_ans-0010"", ""fine."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]","[""answers-20111108092738AA2dtyW_ans-0011"", ""excellent."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30""]","[""answers-20111108092738AA2dtyW_ans-0012"", ""ability."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]","[""answers-20111108092738AA2dtyW_ans-0013"", ""bird."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11""]","[""answers-20111108093211AA8bYFE_ans"", ""answers-20111108093211AA8bYFE_ans-0001"", ""Night?"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46"", ""47"", ""48"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""59"", ""60"", ""61"", ""62"", ""63"", ""64"", ""65"", ""66"", ""67"", ""68"", ""69"", ""70"", ""71"", ""72"", ""73"", ""74"", ""75"", ""76"", ""77""]","[""answers-20111108093211AA8bYFE_ans-0002"", ""it?"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45"", ""46""]","[""answers-20111108093211AA8bYFE_ans-0003"", ""."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3""]","[""answers-20111108093211AA8bYFE_ans-0004"", ""work"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6""]","[""answers-20111108093211AA8bYFE_ans-0005"", ""Wheel"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""]","[""answers-20111108093211AA8bYFE_ans-0006"", ""PETSMART!"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5""]","[""answers-20111108093211AA8bYFE_ans-0007"", ""long."", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]","[""answers-20111108093211AA8bYFE_ans-0008"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17""]","[""answers-20111108093211AA8bYFE_ans-0009"", ""(seriously)"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5""]","[""answers-20111108093211AA8bYFE_ans-0010"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17""]","[""answers-20111108093211AA8bYFE_ans-0011"", ""pet!"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18""]","[""answers-20111108094323AARaBJ5_ans"", ""answers-20111108094323AARaBJ5_ans-0001"", ""lope?"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13""]","[""answers-20111108094323AARaBJ5_ans-0002"", ""lope."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13""]","[""answers-20111108094323AARaBJ5_ans-0003"", ""repeat..."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""]","[""answers-20111108094323AARaBJ5_ans-0004"", ""slowly??"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
"[""#"", ""#"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""39"", ""40"", ""41""]","[""answers-20111108094323AARaBJ5_ans-0005"", ""moving."", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""-""]"
